11,TCU,NMEX,-44.5,63.5,20,21,14,14,0,0,0,0,0,0
11,UTAST,LTECH,-6.5,56.5,7,3,7,0,0,7,0,7,10,0
11,BYU,IDAST,-41.5,,14,21,14,7,0,3,0,0,0,0
11,VATCH,BCOLL,-21,44,3,3,14,10,0,7,0,0,7,0
11,VIRG,NCST,-3,51.5,0,7,7,0,0,0,14,7,7,0
11,AKR,OHIO,14.5,53.5,0,3,7,10,0,3,10,10,14,0
11,MIAMI,GATCH,-2.5,63,7,14,0,3,0,0,7,0,0,0
11,BGREN,TEM,12,48.5,3,0,0,10,0,0,0,3,7,0
11,IOWST,TXAM,21.5,66.5,7,0,10,0,0,3,17,10,3,0
11,COL,ORE,30.5,64,0,0,2,0,0,29,6,10,0,0
11,FSU,MD,-19.5,55,14,3,7,17,0,0,3,7,6,0
11,BOIST,AIRFC,-30,62,7,13,7,10,0,0,10,3,13,0
11,MINN,NEB,24,57.5,0,0,7,7,0,10,24,7,0,0
11,NAVY,ECAR,-12.5,66.5,0,7,14,14,0,0,17,7,14,0
11,TULNE,MEM,-12.5,54,0,10,7,0,0,7,7,12,7,0
11,LSU,AUB,-21,47,7,14,21,3,0,3,0,0,7,0
